-38.1231	1.04003e-06
-38.1231	1.22157e-06
-37.4299	1.43167e-06
-38.1231	1.54869e-06
-37.0245	1.67442e-06
-37.4299	1.80945e-06
-36.7368	1.9544e-06
-37.0245	2.10994e-06
-36.5137	2.27679e-06
-37.0245	2.45568e-06
-36.5137	2.64742e-06
-36.7368	2.85284e-06
-36.3313	3.07284e-06
-36.5137	3.30838e-06
-36.1772	3.56044e-06
-36.5137	3.8301e-06
-36.0437	4.11848e-06
-36.3313	4.42677e-06
-36.0437	4.75624e-06
-36.1772	5.10821e-06
-36.0437	5.4841e-06
-36.1772	5.88539e-06
-35.9259	6.31368e-06
-36.1772	6.77062e-06
-35.9259	7.25797e-06
-36.0437	7.7776e-06
-36.0437	8.33147e-06
-36.0437	8.92166e-06
-36.0437	9.55036e-06
-35.8205	1.02199e-05
-35.8205	1.09327e-05
-35.8205	1.16913e-05
-35.8205	1.24984e-05
-35.8205	1.3357e-05
-35.8205	1.427e-05
-35.6382	1.52406e-05
-35.8205	1.62722e-05
-35.484	1.73682e-05
-35.8205	1.85324e-05
-35.484	1.97688e-05
-35.8205	2.10814e-05
-35.484	2.24746e-05
-35.8205	2.39529e-05
-35.484	2.55211e-05
-35.8205	2.71844e-05
-35.484	2.89479e-05
-35.8205	3.08174e-05
-35.484	3.27985e-05
-35.8205	3.48977e-05
-35.484	3.71212e-05
-35.8205	3.94759e-05
-35.6382	4.19691e-05
-35.8205	4.46081e-05
-35.6382	4.74009e-05
-35.8205	5.03558e-05
-35.6382	5.34814e-05
-35.8205	5.67869e-05
-35.6382	6.02818e-05
-35.8205	6.39762e-05
-35.8205	6.78806e-05
-35.8205	7.20061e-05
-36.0437	7.63641e-05
-35.8205	8.09669e-05
-36.0437	8.58272e-05
-35.8205	9.09582e-05
-36.3313	9.63739e-05
-36.0437	0.000102089
-36.3313	0.000108119
-36.3313	0.000114479
-36.7368	0.000121187
-36.7368	0.000128259
-37.4299	0.000135715
-36.7368	0.00016058
-37.4299	0.00016977
-36.3313	0.000179449
-36.7368	0.000189641
-35.8205	0.000200371
-36.0437	0.000211664
-35.484	0.000223549
-35.6382	0.000236054
-35.2327	0.000249209
-35.3505	0.000263045
-35.0321	0.000277595
-35.0321	0.000292892
-34.865	0.000308973
-34.7909	0.000325875
-34.6574	0.000343636
-34.5396	0.000362296
-34.4855	0.000381897
-34.3389	0.000402485
-34.3389	0.000424103
-34.1719	0.000446801
-34.1719	0.000470627
-33.996	0.000495634
-33.996	0.000521875
-33.8464	0.000549408
-33.819	0.000578289
-33.6923	0.000608582
-33.6687	0.000640349
-33.5381	0.000673656
-33.5179	0.000708572
-33.3869	0.000745169
-33.3695	0.000783522
-33.2556	0.000823709
-33.2104	0.00086581
-33.1125	0.000909909
-33.0605	0.000956093
-32.9756	0.00100445
-32.9191	0.00105509
-32.8348	0.00110809
-32.7856	0.00116356
