-38.8162	-7.93365e-13
-38.1231	-1.03606e-12
-38.8162	-1.18061e-12
-38.1231	-1.34281e-12
-38.8162	-1.52456e-12
-38.1231	-1.72806e-12
-38.1231	-2.20901e-12
-38.1231	-2.80698e-12
-38.1231	-3.5465e-12
-38.1231	-4.4571e-12
-38.1231	-5.57376e-12
-38.1231	-6.93734e-12
-38.1231	-8.59635e-12
-38.1231	-1.06075e-11
-38.1231	-1.30373e-11
-38.1231	-1.59638e-11
-38.1231	-1.94776e-11
-38.1231	-2.14874e-11
-38.1231	-2.36848e-11
-38.1231	-2.60859e-11
-38.1231	-2.87077e-11
-37.4299	-3.15687e-11
-37.4299	-3.46889e-11
-37.0245	-3.80896e-11
-37.0245	-4.17935e-11
-36.7368	-4.58251e-11
-36.7368	-5.02108e-11
-36.5137	-5.49795e-11
-36.7368	-6.01613e-11
-36.5137	-6.57892e-11
-36.5137	-7.1898e-11
-36.3313	-7.85252e-11
-36.3313	-8.57109e-11
-36.1772	-9.34982e-11
-36.3313	-1.01933e-10
-36.0437	-1.11066e-10
-36.1772	-1.20948e-10
-36.0437	-1.31638e-10
-36.0437	-1.43194e-10
-36.0437	-1.55681e-10
-36.0437	-1.69169e-10
-35.9259	-1.8373e-10
-36.0437	-1.99444e-10
-35.9259	-2.16394e-10
-36.0437	-2.34671e-10
-36.0437	-2.54368e-10
-36.0437	-2.75588e-10
-36.0437	-2.98439e-10
-35.8205	-3.23036e-10
-35.8205	-3.49504e-10
-35.8205	-3.77973e-10
-35.8205	-4.08581e-10
-35.8205	-4.41479e-10
-35.8205	-4.76824e-10
-35.6382	-5.14783e-10
-35.8205	-5.55536e-10
-35.484	-5.99272e-10
-35.8205	-6.46193e-10
-35.484	-6.96514e-10
-35.8205	-7.50463e-10
-35.484	-8.08281e-10
-35.8205	-8.70224e-10
-35.484	-9.36567e-10
-35.8205	-1.0076e-09
-35.484	-1.08362e-09
-35.8205	-1.16497e-09
-35.484	-1.25197e-09
-35.8205	-1.34501e-09
-35.484	-1.44447e-09
-35.6382	-1.55075e-09
-35.484	-1.6643e-09
-35.6382	-1.78557e-09
-35.484	-1.91505e-09
-35.6382	-2.05325e-09
-35.484	-2.20073e-09
-35.6382	-2.35806e-09
-35.3505	-2.52585e-09
-35.6382	-2.70474e-09
-35.3505	-2.89542e-09
-35.484	-3.09861e-09
-35.3505	-3.31508e-09
-35.3505	-3.54562e-09
-35.2327	-3.7911e-09
-35.2327	-4.0524e-09
-35.1274	-4.33049e-09
-35.1274	-4.62635e-09
-35.0321	-4.94105e-09
-35.0321	-5.27571e-09
-34.945	-5.63149e-09
-34.945	-6.00965e-09
-34.865	-6.41149e-09
-34.865	-6.83839e-09
-34.7909	-7.29181e-09
-34.7909	-7.77328e-09
-34.7219	-8.28441e-09
-34.7219	-8.82691e-09
-34.5967	-9.40257e-09
-34.5967	-1.00133e-08
-34.4855	-1.0661e-08
-34.4855	-1.13479e-08
-34.3854	-1.20761e-08
-34.3854	-1.2848e-08
-34.2945	-1.36659e-08
-34.2945	-1.45325e-08
-34.1719	-1.54504e-08
-34.1719	-1.64226e-08
-34.0627	-1.74518e-08
-34.0627	-1.85414e-08
-33.9642	-1.96946e-08
-33.9334	-2.09148e-08
-33.8464	-2.22057e-08
-33.7924	-2.35712e-08
-33.7411	-2.50151e-08
-33.6687	-2.65417e-08
-33.6233	-2.81555e-08
-33.5587	-2.98611e-08
-33.4981	-3.16633e-08
-33.4597	-3.35673e-08
-33.3869	-3.55784e-08
-33.3356	-3.77022e-08
-33.2711	-3.99447e-08
-33.2253	-4.2312e-08
-33.1533	-4.48105e-08
-33.1125	-4.74472e-08
-33.0355	-5.02291e-08
-32.9991	-5.31636e-08
-32.9191	-5.62586e-08
-32.8867	-5.95223e-08
-32.805	-6.29632e-08
-32.776	-6.65903e-08
-32.6937	-7.04131e-08
-32.6593	-7.44413e-08
-32.5779	-7.86852e-08
-32.5471	-8.31558e-08
-32.4671	-8.78641e-08
-32.4327	-9.28221e-08
-32.3548	-9.80421e-08
-32.318	-1.03537e-07
-32.2426	-1.0932e-07
-32.1988	-1.15406e-07
-32.1266	-1.21809e-07
-32.0876	-1.28545e-07
-32.0094	-1.35629e-07
-31.9704	-1.43079e-07
-31.8926	-1.50913e-07
-31.8616	-1.59148e-07
-31.781	-1.67804e-07
-31.7464	-1.76901e-07
-31.6679	-1.8646e-07
-31.6369	-1.96502e-07
-31.5607	-2.07051e-07
-31.5219	-2.18131e-07
-31.4536	-2.29765e-07
-31.4138	-2.41981e-07
-31.3432	-2.54805e-07
-31.3031	-2.68266e-07
-31.2315	-2.82392e-07
-31.1916	-2.97215e-07
-31.1237	-3.12767e-07
-31.0843	-3.29081e-07
-31.0165	-3.46191e-07
-30.9779	-3.64134e-07
-30.9079	-3.82949e-07
-30.8703	-4.02673e-07
-30.8019	-4.23349e-07
-30.763	-4.45018e-07
-30.6965	-4.67727e-07
-30.6569	-4.91519e-07
-30.5926	-5.16445e-07
-30.5506	-5.42554e-07
-30.4888	-5.69899e-07
-30.4471	-5.98534e-07
-30.3859	-6.28515e-07
-30.3415	-6.59902e-07
-30.2816	-6.92756e-07
-30.2385	-7.2714e-07
-30.1786	-7.63122e-07
-30.1356	-8.0077e-07
