-38.1231	2.28531e-05
-38.1231	2.48941e-05
-38.1231	2.70871e-05
-38.1231	2.94418e-05
-38.1231	3.19681e-05
-37.4299	3.46765e-05
-37.4299	3.7578e-05
-37.4299	4.06843e-05
-37.4299	4.40075e-05
-37.4299	4.75605e-05
-37.4299	5.13567e-05
-37.4299	5.54101e-05
-37.4299	5.97356e-05
-37.4299	6.43487e-05
-37.4299	6.92656e-05
-37.4299	7.45033e-05
-37.4299	8.00797e-05
-36.7368	8.60134e-05
-36.3313	9.23239e-05
-36.3313	9.90318e-05
-37.4299	0.000102541
-36.3313	0.000106158
-37.4299	0.000109885
-36.3313	0.000113726
-37.4299	0.000117682
-36.3313	0.000121757
-37.4299	0.000125955
-36.3313	0.000130278
-37.4299	0.000134729
-36.3313	0.000139313
-37.4299	0.000144031
-36.3313	0.000148888
-37.4299	0.000153887
-36.3313	0.000159032
-37.4299	0.000164326
-36.3313	0.000169773
-37.4299	0.000175377
-36.3313	0.000181142
-36.7368	0.000187071
-36.3313	0.00019317
-36.3313	0.000199441
-36.3313	0.000205889
-36.3313	0.000212519
-36.3313	0.000219335
-36.3313	0.000226341
-36.3313	0.000233542
-36.3313	0.000240943
-36.3313	0.000248548
-36.3313	0.000256362
-36.3313	0.000264391
-36.3313	0.000272639
-36.3313	0.000281111
-36.3313	0.000289814
-36.3313	0.000298751
-36.3313	0.000307929
-36.0437	0.000317353
-36.3313	0.000327029
-36.0437	0.000336962
-36.3313	0.00034716
-36.0437	0.000357626
-36.3313	0.000368369
-36.0437	0.000379394
-36.3313	0.000390707
-36.0437	0.000402315
-36.0437	0.000414225
-36.0437	0.000426443
-36.0437	0.000438976
-35.8205	0.000451831
-36.0437	0.000465016
-35.8205	0.000478537
-36.0437	0.000492403
-35.8205	0.00050662
-35.8205	0.000521196
-35.8205	0.00053614
-35.6382	0.000551459
-35.8205	0.00056716
-35.484	0.000583254
-35.6382	0.000599747
-35.3505	0.000616648
-35.484	0.000633967
-35.2327	0.000651711
-35.3505	0.000669891
-35.1274	0.000688515
-35.3505	0.000707592
-35.0321	0.000727132
-35.2327	0.000747145
-34.945	0.000767641
-35.2327	0.000788629
-34.865	0.000810119
-35.2327	0.000832123
-34.7909	0.00085465
-35.1274	0.000877712
-34.6574	0.000901319
-35.1274	0.000925482
-34.6574	0.000950212
-35.1274	0.000975522
